ID do Procedimento;Descrição do Procedimento
30728215;Tratamento cirúrgico da fratura de dois maléolos e/ou luxações ao nível do tornozelo
30728207;Tratamento cirúrgico da fratura de três maléolos e/ou luxações ao nível do tornozelo
30728126;Tratamento cirúrgico da fratura de um maléolo e/ou luxações ao nível do tornozelo
30728223;Tratamento cirúrgico das fraturas do pilão tibial
30729017;Amputação ao nível do pé - tratamento cirúrgico
30729025;Amputação/desarticulação de pododáctilos (por segmento) - tratamento cirúrgico
30729033;Artrite ou osteoartrite dos ossos do pé (inclui osteomielite) - tratamento cirúrgico
30729041;Artrodese de tarso e/ou médio pé - tratamento cirúrgico
30729050;Artrodese metatarso - falângica ou interfalângica - tratamento cirúrgico
30729068;Biópsia cirúrgica dos ossos do pé
30729084;Correção de deformidades do pé com fixador externo dinâmico - tratamento cirúrgico
30729092;Correção de pé torto congênito com fixador externo
30729106;Deformidade dos dedos - tratamento cirúrgico
30729114;Exérese ungueal
30729122;Fasciotomia ou ressecção de fascia plantar - tratamento cirúrgico
30729351;Fixação externa definitiva dinâmica, com fixador externo
30729360;Fixação externa definitiva rígida, com fixador externo
30729211;Fixação externa na urgência, com fixador externo
30729130;Fratura de osso do pé - tratamento conservador
30729149;Fratura e/ou luxações do pé (exceto antepé) - redução incruenta
30729165;Fraturas e/ou luxações do antepé - redução incruenta
30729181;Hallux valgus (um pé) - tratamento cirúrgico
30729190;Osteotomia ou pseudartrose do tarso e médio pé - tratamento cirúrgico
30729203;Osteotomia ou pseudartrose dos metatarsos/falanges - tratamento cirúrgico
30729220;Pé plano/pé cavo/coalisão tarsal - tratamento cirúrgico
30729173;Redução cirúrgica da luxação do antepé
30729157;Redução cirúrgica das luxações do retropé e médio pé
30729246;Ressecção de osso do pé - tratamento cirúrgico
30729254;Retração cicatricial dos dedos
30729270;Rotura do tendão de Aquiles - tratamento cirúrgico
30729262;Rotura do tendão de Aquiles - tratamento incruento
30729378;Tratamento cirúrgico da fratura de um metatarso
30729386;Tratamento cirúrgico da fratura de uma falange
30729289;Tratamento cirúrgico da sindactilia complexa e/ou múltipla
30729297;Tratamento cirúrgico da sindactilia simples
30729394;Tratamento cirúrgico das fraturas do tálus
30729408;Tratamento cirúrgico das fraturas dos calcâneo
30729416;Tratamento cirúrgico de fratura de um osso do médio pé
30729300;Tratamento cirúrgico de gigantismo
30729319;Tratamento cirúrgico de linfedema ao nível do pé
30729327;Tratamento cirúrgico de polidactilia múltipla e/ou complexa
30729335;Tratamento cirúrgico de polidactilia simples
30729343;Tratamento cirúrgico do mal perfurante plantar
30729238;Tratamento cirúrgico do pé torto congênito (um pé)
30729422;Tratamento conservador do pé torto congênito pelo método de Ponseti (por pé e por manipulação). Não inclui a colocação do gessado
30730015;Alongamento
30730023;Biópsia de músculo
30730031;Desbridamento cirúrgico de feridas ou extremidades
30730040;Desinserção ou miotomia
30730058;Dissecção muscular
30730066;Drenagem cirúrgica do psoas
30730074;Fasciotomia
30730082;Fasciotomia - por compartimento
30730090;Fasciotomias (descompressivas)
30730104;Fasciotomias acima do punho
30730112;Miorrafias
30730120;Terapia por ondas de choque extracorpórea em partes moles - acompanhamento 1ª aplicação
30730139;Terapia por ondas de choque extracorpórea em partes moles - acompanhamento reaplicações
30730155;Transposição muscular
30731011;Abertura de bainha tendinosa - tratamento cirúrgico
30731267;Biópsia de tumor de partes moles por agulha
30731275;Biópsia de tumor de partes moles por cirurgia
30731283;Biópsia óssea por agulha
30731291;Biópsia óssea por cirurgia
30731020;Biópsias cirúrgicas de tendões, bursas e sinóvias
30731038;Bursectomia - tratamento cirúrgico
30731046;Cisto sinovial - tratamento cirúrgico
30731054;Encurtamento de tendão - tratamento cirúrgico
30731062;Sinovectomia - tratamento cirúrgico
30731070;Tenoartroplastia para ossos do carpo
30731089;Tenodese
30731097;Tenólise no túnel osteofibroso
30731100;Tenólise/tendonese - tratamento cirúrgico
30731119;Tenoplastia / enxerto de tendão - tratamento cirúrgico
30731127;Tenoplastia de tendão em outras regiões
30731135;Tenorrafia múltipla em outras regiões
30731143;Tenorrafia no túnel osteofibroso - mais de 2 dígitos
30731151;Tenorrafia no túnel osteofibroso até 2 dígitos
30731160;Tenorrafia única em outras regiões
30731178;Tenossinovectomia de mão ou punho
30731186;Tenossinovites estenosantes - tratamento cirúrgico
30731194;Tenossinovites infecciosas - drenagem
30731208;Tenotomia
30731216;Transposição de mais de 1 tendão - tratamento cirúrgico
30731224;Transposição única de tendão
30731232;Tratamento cirúrgico dos tumores de tendão ou sinovial
30732140;Cirurgia de Berger
30732115;Curetagem ou ressecção em bloco + autoenxerto em tumor ósseo
30732107;Curetagem ou ressecção em bloco + cimentação em tumor ósseo
30732158;Curetagem ou ressecção em bloco + endoprótese  em tumor ósseo
30732018;Curetagem ou ressecção em bloco + enxerto ósseo vascularizado
30732166;Curetagem ou ressecção em bloco + haloenxerto em tumor ósseo
30732026;Enxerto ósseo - retirada de enxerto autólogo
30732174;Hemipelvectomia
30732182;Infiltração ósseo para tratamento
30732034;Ressecção da lesão com cimentação e osteossíntese
30732190;Ressecção de tumor de partes moles benigno
30732204;Ressecção de tumor de partes moles maligno
30732212;Ressecção de tumor ósseo com alongamento
30732220;Ressecção de tumor ósseo e/ou de partes moles com rotação de retalho
30732131;Ressecção simples de tumor ósseo
30732239;Revisão cirúrgica com autoenxerto vascularizado
30732247;Revisão cirúrgica com utilização autoenxerto não vascularizado
30732255;Revisão cirúrgica com utilização de aloenxerto
30732263;Revisão cirúrgica de endoprótese não convencional
30732050;Terapia por ondas de choque extracorpórea em partes ósseas - acompanhamento 1ª aplicação
30732069;Terapia por ondas de choque extracorpórea em partes ósseas - acompanhamento reaplicações
30732271;Tratamento de recidiva de tumor de partes moles no esqueleto apendicular
30732280;Tratamento de recidiva de tumor ósseo no esqueleto apendicular
30732085;Tumor ósseo (ressecção com substituição)
30732093;Tumor ósseo (ressecção e artrodese)
30732123;Tumor ósseo (ressecção segmentar)
30732298;Videoscopia extrarticular de pequenas articulações
30733030;Condroplastia (com remoção de corpos livres)
30733081;Fratura com redução e/ou estabilização da superfície articular - um compartimento #
30733103;Instabilidade femoro-patelar, release lateral da patela, retencionamento, reforço ou reconstrução do ligamento patelo-femoral medial #
30733057;Meniscectomia - um menisco
30733049;Osteocondroplastia - estabilização, ressecção e/ou plastia #
30733073;Reconstrução, retencionamento ou reforço do ligamento cruzado anterior ou posterior #
30733065;Reparo ou sutura de um menisco
30733022;Sinovectomia parcial ou subtotal
30733014;Sinovectomia total
30733090;Tratamento cirúrgico da artrofibrose #
30734037;Condroplastia (com remoção de corpos livres)
30734061;Fraturas - redução e estabilização de cada superfície
30734045;Osteocondroplastia - estabilização, ressecção e ou plastia (enxertia) #
30734053;Reconstrução, retencionamento ou reforço de ligamento
30734029;Sinovectomia parcial ou subtotal
30734010;Sinovectomia total
30735033;Acromioplastia
30735106;Capsulotomia
30735114;Cobertura do defeito de Hill-Sachs (cirurgia de Remplissage)
30735122;Drenagem tendinite calcária
30735130;Fraturas da glenóide
30735149;Fraturas da parte proximal do úmero
30735050;Instabilidade glenoumeral,  por via artroscópica
30735076;Instabilidade multidirecional
30735041;Lesão labral
30735157;Neurólise
30735165;Osteocondroplastia
30735173;Osteoplastia escapular artroscópica
30735181;Reparo artroscópico da ruptura manguito rotador (2 tendões)
30735190;Reparo artroscópico da ruptura manguito rotador (3 tendões)
30735068;Reparo artroscópico da ruptura manguito rotador (transfixante/completa ou parcial de 1 tendão)
30735203;Reparo da avulsão ligamentar glenoumeral
30735084;Ressecção lateral da clavícula
30735211;Sinovectomia escápulo-torácica
30735025;Sinovectomia parcial ou subtotal
30735017;Sinovectomia total
30735220;Sinovectomia via artroscópica
30735238;Tenodese da porção longa do bíceps
30735092;Tenotomia da porção longa do bíceps, via artroscópica
30735246;Tratamento cirúrgico artroscópico da re-ruptura manguito rotador
30736072;Capsulotomia via artroscópica
30736030;Condroplastia (com remoção de corpos livres)
30736064;Fraturas: redução e estabilização para cada superfície
30736048;Osteocondroplastia por via artroscópica
30736056;Reconstrução, retencionamento ou reforço de ligamento #
30736013;Sinovectomia  total
30736021;Sinovectomia parcial ou subtotal
30737036;Condroplastia (com remoção de corpos livres)
30737060;Fraturas - redução e estabilização de cada superfície
30737044;Osteocondroplastia - estabilização, ressecção e/ou plastia (enxertia)
30737052;Reconstrução, retencionamento ou reforço de ligamento ou reparo de cartilagem triangular #
30737028;Sinovectomia parcial ou subtotal
30737010;Sinovectomia total
30737079;Túnel do carpo - descompressão
30738059;Condroplastia com sutura labral
30738032;Desbridamento do labrum ou ligamento redondo com ou sem condroplastia
30738024;Sinovectomia parcial e/ou remoção de corpos livres
30738016;Sinovectomia total
30738040;Tratamento do impacto femoro-acetabular
30801010;Colocação de órtese traqueal, traqueobrônquica ou brônquica, por via endoscópica (tubo de silicone ou metálico)
30801028;Colocação de prótese traqueal ou traqueobrônquica (qualquer via)
30801036;Fechamento de fístula tráqueo-cutânea
30801133;Plastia de traqueostoma
30801044;Punção traqueal
30801052;Ressecção carinal (traqueobrônquica)
30801060;Ressecção de tumor traqueal
30801168;Ressecção de tumor traqueal por videotoracoscopia
30801079;Traqueoplastia (qualquer via)
30801087;Traqueorrafia (qualquer via)
30801176;Traqueorrafia por videotoracoscopia
30801109;Traqueostomia com colocação de órtese traqueal ou traqueobrônquica por via cervical
30801117;Traqueostomia mediastinal
30801141;Traqueotomia ou fechamento cirúrgico
30801150;Troca de prótese tráqueo-esofágica
30802016;Broncoplastia e/ou arterioplastia
30802040;Broncoplastia e/ou arterioplastia por videotoracoscopia
30802024;Broncotomia e/ou broncorrafia
30802059;Broncotomia e/ou broncorrafia por videotoracoscopia
30802032;Colocação de molde brônquico por toracotomia
30803012;Bulectomia unilateral
30803179;Bulectomia unilateral por videotoracoscopia
30803187;Cirurgia redutora do volume pulmonar unilateral  por videotoracoscopia
30803020;Cirurgia redutora do volume pulmonar unilateral (qualquer técnica)
30803039;Cisto pulmonar congênito - tratamento cirúrgico
30803047;Correção de fístula bronco-pleural (qualquer técnica)
30803195;Correção de fístula bronco-pleural por videotoracoscopia
30803055;Drenagem tubular aberta de cavidade pulmonar
30803209;Drenagem tubular aberta de cavidade pulmonar por videotoracoscopia
30803063;Embolectomia pulmonar
30803071;Lobectomia por malformação pulmonar
30803080;Lobectomia pulmonar
30803217;Lobectomia pulmonar por videotoracoscopia
30803098;Metastasectomia pulmonar unilateral (qualquer técnica)
30803225;Metastasectomia pulmonar unilateral por videotoracoscopia
30803101;Pneumonectomia
30803110;Pneumonectomia de totalização
30803128;Pneumorrafia
30803136;Pneumostomia (cavernostomia) com costectomia e estoma cutâneo-cavitário
30803144;Posicionamento de agulhas radiativas por toracotomia (braquiterapia)
30803152;Segmentectomia (qualquer técnica)
30803233;Segmentectomia por videotoracoscopia
30803160;Tromboendarterectomia pulmonar
30804019;Biópsia percutânea de pleura por agulha
30804027;Descorticação pulmonar
30804159;Descorticação pulmonar por videotoracoscopia
30804035;Pleurectomia
30804167;Pleurectomia por videotoracoscopia
30804043;Pleurodese (qualquer técnica)
30804175;Pleurodese por video
30804051;Pleuroscopia
30804183;Pleuroscopia por vídeo
30804060;Pleurostomia (aberta)
30804086;Punção pleural (ou toracocentese)
30804094;Repleção de cavidade pleural com solução de antibiótico para tratamento de empiema
30804108;Ressecção de tumor da pleura localizado
30804191;Ressecção de tumor da pleura localizado por vídeo
30804116;Retirada de dreno tubular torácico (colocado em outro serviço)
